Path,Name,N_Tracks
data/midi-classic-music/midiclassics/Clementi/Gradus ad Parnassum No.1.mid,Gradus ad Parnassum No.1.mid,4.0
data/midi-classic-music/midiclassics/Clementi/Gradus ad Parnassum No.2.mid,Gradus ad Parnassum No.2.mid,2.0
data/midi-classic-music/midiclassics/Clementi/Gradus ad Parnassum No.9.mid,Gradus ad Parnassum No.9.mid,2.0
data/midi-classic-music/midiclassics/Clementi/Piano Sonata in C Duet.mid,Piano Sonata in C Duet.mid,4.0
data/midi-classic-music/midiclassics/Clementi/Sonata n5 op25 1mov.mid,Sonata n5 op25 1mov.mid,1.0
data/midi-classic-music/midiclassics/Clementi/Sonata n5 op25 2mov.mid,Sonata n5 op25 2mov.mid,1.0
data/midi-classic-music/midiclassics/Clementi/Sonata n5 op25 3mov.mid,Sonata n5 op25 3mov.mid,1.0
data/midi-classic-music/midiclassics/Clementi/sonatina op36 n1 1mov.mid,sonatina op36 n1 1mov.mid,2.0
data/midi-classic-music/midiclassics/Clementi/sonatina op36 n1 2mov.mid,sonatina op36 n1 2mov.mid,2.0
data/midi-classic-music/midiclassics/Clementi/sonatina op36 n1 3mov.mid,sonatina op36 n1 3mov.mid,2.0
data/midi-classic-music/midiclassics/Clementi/sonatina op36 n2 1mov.mid,sonatina op36 n2 1mov.mid,3.0
data/midi-classic-music/midiclassics/Clementi/sonatina op36 n2 2mov.mid,sonatina op36 n2 2mov.mid,2.0
data/midi-classic-music/midiclassics/Clementi/sonatina op36 n2 3mov.mid,sonatina op36 n2 3mov.mid,2.0
data/midi-classic-music/midiclassics/Clementi/sonatina op36 n3 1mov.mid,sonatina op36 n3 1mov.mid,2.0
data/midi-classic-music/midiclassics/Clementi/sonatina op36 n3 2mov.mid,sonatina op36 n3 2mov.mid,2.0
data/midi-classic-music/midiclassics/Clementi/sonatina op36 n3 3mov.mid,sonatina op36 n3 3mov.mid,2.0
data/midi-classic-music/midiclassics/Clementi/sonatina op36 n4 1mov.mid,sonatina op36 n4 1mov.mid,2.0
data/midi-classic-music/midiclassics/Clementi/sonatina op36 n4 2mov.mid,sonatina op36 n4 2mov.mid,2.0
data/midi-classic-music/midiclassics/Clementi/sonatina op36 n4 3mov.mid,sonatina op36 n4 3mov.mid,2.0
data/midi-classic-music/midiclassics/Clementi/sonatina op36 n5 1mov.mid,sonatina op36 n5 1mov.mid,2.0
data/midi-classic-music/midiclassics/Clementi/sonatina op36 n5 2mov.mid,sonatina op36 n5 2mov.mid,2.0
data/midi-classic-music/midiclassics/Clementi/sonatina op36 n5 3mov.mid,sonatina op36 n5 3mov.mid,2.0
data/midi-classic-music/midiclassics/Clementi/sonatina op36 n6 1mov.mid,sonatina op36 n6 1mov.mid,2.0
data/midi-classic-music/midiclassics/Clementi/sonatina op36 n6 2mov.mid,sonatina op36 n6 2mov.mid,2.0
data/midi-classic-music/midiclassics/Clementi/Sonatina op36 n6.mid,Sonatina op36 n6.mid,2.0
data/midi-classic-music/midiclassics/Clementi/Sonatina op37 n1 1mov.mid,Sonatina op37 n1 1mov.mid,2.0
data/midi-classic-music/midiclassics/Clementi/Sonatina op37 n1 2mov.mid,Sonatina op37 n1 2mov.mid,2.0
data/midi-classic-music/midiclassics/Clementi/Sonatina op37 n2 1mov.mid,Sonatina op37 n2 1mov.mid,2.0
data/midi-classic-music/midiclassics/Clementi/Sonatina op37 n2 2mov.mid,Sonatina op37 n2 2mov.mid,2.0
data/midi-classic-music/midiclassics/Clementi/Sonatina op37 n3 1mov.mid,Sonatina op37 n3 1mov.mid,2.0
data/midi-classic-music/midiclassics/Clementi/Sonatina op37 n3 2mov.mid,Sonatina op37 n3 2mov.mid,2.0
data/midi-classic-music/midiclassics/Clementi/Sonatina op38 n1 1mov.mid,Sonatina op38 n1 1mov.mid,2.0
data/midi-classic-music/midiclassics/Clementi/Sonatina op38 n1 2 mov.mid,Sonatina op38 n1 2 mov.mid,2.0
data/midi-classic-music/midiclassics/Clementi/Sonatina op38 n2 1mov.mid,Sonatina op38 n2 1mov.mid,2.0
data/midi-classic-music/midiclassics/Clementi/Sonatina op38 n2 2mov.mid,Sonatina op38 n2 2mov.mid,2.0
"data/midi-classic-music/midiclassics/Clementi/Sonatina Opus.36, No.1 for Harpsicord.mid","Sonatina Opus.36, No.1 for Harpsicord.mid",2.0
"data/midi-classic-music/midiclassics/Clementi/Sonatina Opus.36, No.1.mid","Sonatina Opus.36, No.1.mid",2.0
"data/midi-classic-music/midiclassics/Clementi/Sonatina Opus.36, No.2.mid","Sonatina Opus.36, No.2.mid",2.0
"data/midi-classic-music/midiclassics/Clementi/Sonatina Opus.36, No.3.mid","Sonatina Opus.36, No.3.mid",2.0
"data/midi-classic-music/midiclassics/Clementi/Sonatina Opus.36, No.4.mid","Sonatina Opus.36, No.4.mid",1.0
"data/midi-classic-music/midiclassics/Clementi/Sonatina Opus.36, No.5.mid","Sonatina Opus.36, No.5.mid",2.0
"data/midi-classic-music/midiclassics/Clementi/Sonatina Opus.36, No.6.mid","Sonatina Opus.36, No.6.mid",2.0
"data/midi-classic-music/midiclassics/Clementi/Sonatina Opus.38, No.1.mid","Sonatina Opus.38, No.1.mid",2.0
"data/midi-classic-music/midiclassics/Clementi/Sonatina Opus.38, No.2.mid","Sonatina Opus.38, No.2.mid",2.0
"data/midi-classic-music/midiclassics/Clementi/Sonatina Opus.38, No.3.mid","Sonatina Opus.38, No.3.mid",2.0
data/midi-classic-music/midiclassics/Clementi/Studio Gradus Ad Parnassum n16.mid,Studio Gradus Ad Parnassum n16.mid,1.0
data/midi-classic-music/midiclassics/Clementi/Studio Gradus Ad Parnassum n17.mid,Studio Gradus Ad Parnassum n17.mid,1.0
data/midi-classic-music/midiclassics/Clementi/Studio Gradus Ad Parnassum n26.mid,Studio Gradus Ad Parnassum n26.mid,1.0
data/midi-classic-music/midiclassics/Clementi/Studio Gradus Ad Parnassum n65.mid,Studio Gradus Ad Parnassum n65.mid,1.0
data/midi-classic-music/midiclassics/Coates/Halcyon Days (Elizabeth Tudor).mid,Halcyon Days (Elizabeth Tudor).mid,4.0
data/midi-classic-music/midiclassics/Coates/Princess of the Dawn.mid,Princess of the Dawn.mid,5.0
data/midi-classic-music/midiclassics/Coates/Sleepy Lagoon.mid,Sleepy Lagoon.mid,4.0
data/midi-classic-music/midiclassics/Coates/Star Of God.mid,Star Of God.mid,7.0
data/midi-classic-music/midiclassics/Coates/The Fairy tales of Ireland.mid,The Fairy tales of Ireland.mid,5.0
data/midi-classic-music/midiclassics/Coates/The Green Hills of Somerset.mid,The Green Hills of Somerset.mid,5.0
data/midi-classic-music/midiclassics/Coates/The Little Green Balcony.mid,The Little Green Balcony.mid,5.0
data/midi-classic-music/midiclassics/Coleridge-Taylor/Demande Et Reponse.mid,Demande Et Reponse.mid,2.0
data/midi-classic-music/midiclassics/Coleridge-Taylor/La Tarantelle Fretillante.mid,La Tarantelle Fretillante.mid,2.0
data/midi-classic-music/midiclassics/Coleridge-Taylor/No.1 Le Caprice De Nannette.mid,No.1 Le Caprice De Nannette.mid,2.0
data/midi-classic-music/midiclassics/Coleridge-Taylor/Un Sonnet D'Armour No.3.mid,Un Sonnet D'Armour No.3.mid,2.0
data/midi-classic-music/midiclassics/Cons/Danse Hongroise (Morceau) (1910).mid,Danse Hongroise (Morceau) (1910).mid,2.0
data/midi-classic-music/midiclassics/Cons/Sleigh Dance (3rd movement from a suite of Ballet Dances).mid,Sleigh Dance (3rd movement from a suite of Ballet Dances).mid,2.0
data/midi-classic-music/midiclassics/Copland/Danza de Jalisco.mid,Danza de Jalisco.mid,3.0
data/midi-classic-music/midiclassics/Copland/Fanfare for the common man.mid,Fanfare for the common man.mid,13.0
data/midi-classic-music/midiclassics/Copland/Sunday Traffic.mid,Sunday Traffic.mid,21.0
"data/midi-classic-music/midiclassics/Copland/Symphony No.3, Mov.1.mid","Symphony No.3, Mov.1.mid",21.0
data/midi-classic-music/midiclassics/Copland/The Promise of Living - from the Tender Land.mid,The Promise of Living - from the Tender Land.mid,
data/midi-classic-music/midiclassics/Couperin/Mysterious Barricades.mid,Mysterious Barricades.mid,4.0
data/midi-classic-music/midiclassics/Cramer/Studies for Piano No.1.mid,Studies for Piano No.1.mid,1.0
data/midi-classic-music/midiclassics/Cramer/Studies for Piano No.15.mid,Studies for Piano No.15.mid,1.0
data/midi-classic-music/midiclassics/Cramer/Studies for Piano No.19.mid,Studies for Piano No.19.mid,1.0
data/midi-classic-music/midiclassics/Cramer/Studies for Piano No.20.mid,Studies for Piano No.20.mid,1.0
data/midi-classic-music/midiclassics/Cramer/Studies for Piano No.27.mid,Studies for Piano No.27.mid,1.0
data/midi-classic-music/midiclassics/Cramer/Studies for Piano No.29.mid,Studies for Piano No.29.mid,2.0
data/midi-classic-music/midiclassics/Cramer/Studies for Piano No.34.mid,Studies for Piano No.34.mid,1.0
data/midi-classic-music/midiclassics/Cramer/Studies for Piano No.39.mid,Studies for Piano No.39.mid,1.0
data/midi-classic-music/midiclassics/Cramer/Studies for Piano No.41.mid,Studies for Piano No.41.mid,1.0
data/midi-classic-music/midiclassics/Cramer/Studies for Piano No.43.mid,Studies for Piano No.43.mid,1.0
data/midi-classic-music/midiclassics/Cramer/Studies for Piano No.5.mid,Studies for Piano No.5.mid,1.0
data/midi-classic-music/midiclassics/Cramer/Studies for Piano No.7.mid,Studies for Piano No.7.mid,1.0
data/midi-classic-music/midiclassics/Czerny/Czerny ''Die Schule Der Gelaufigkeit'' op299 n21.mid,Czerny ''Die Schule Der Gelaufigkeit'' op299 n21.mid,1.0
data/midi-classic-music/midiclassics/Czerny/Czerny op33 ''La Ricordanza''.mid,Czerny op33 ''La Ricordanza''.mid,7.0
data/midi-classic-music/midiclassics/Czerny/Dancing the Jig.mid,Dancing the Jig.mid,2.0
data/midi-classic-music/midiclassics/Czerny/Etude Op.299 No.07.mid,Etude Op.299 No.07.mid,5.0
data/midi-classic-music/midiclassics/Czerny/Etude Op.299 No.34.mid,Etude Op.299 No.34.mid,7.0
data/midi-classic-music/midiclassics/Czerny/Etude Op.740 No.1.mid,Etude Op.740 No.1.mid,2.0
data/midi-classic-music/midiclassics/Czerny/Etude Op.740 No.10.mid,Etude Op.740 No.10.mid,2.0
data/midi-classic-music/midiclassics/Czerny/Etude Op.740 No.11.mid,Etude Op.740 No.11.mid,2.0
data/midi-classic-music/midiclassics/Czerny/Etude Op.740 No.12.mid,Etude Op.740 No.12.mid,2.0
data/midi-classic-music/midiclassics/Czerny/Etude Op.740 No.13.mid,Etude Op.740 No.13.mid,2.0
data/midi-classic-music/midiclassics/Czerny/Etude Op.740 No.14.mid,Etude Op.740 No.14.mid,2.0
data/midi-classic-music/midiclassics/Czerny/Etude Op.740 No.15.mid,Etude Op.740 No.15.mid,2.0
data/midi-classic-music/midiclassics/Czerny/Etude Op.740 No.16.mid,Etude Op.740 No.16.mid,2.0
data/midi-classic-music/midiclassics/Czerny/Etude Op.740 No.17.mid,Etude Op.740 No.17.mid,2.0
data/midi-classic-music/midiclassics/Czerny/Etude Op.740 No.18.mid,Etude Op.740 No.18.mid,2.0
data/midi-classic-music/midiclassics/Czerny/Etude Op.740 No.19.mid,Etude Op.740 No.19.mid,2.0
data/midi-classic-music/midiclassics/Czerny/Etude Op.740 No.2.mid,Etude Op.740 No.2.mid,2.0
data/midi-classic-music/midiclassics/Czerny/Etude Op.740 No.27.mid,Etude Op.740 No.27.mid,6.0
data/midi-classic-music/midiclassics/Czerny/Etude Op.740 No.3.mid,Etude Op.740 No.3.mid,2.0
data/midi-classic-music/midiclassics/Czerny/Etude Op.740 No.4.mid,Etude Op.740 No.4.mid,5.0
data/midi-classic-music/midiclassics/Czerny/Etude Op.740 No.44.mid,Etude Op.740 No.44.mid,5.0
data/midi-classic-music/midiclassics/Czerny/Etude Op.740 No.5.mid,Etude Op.740 No.5.mid,2.0
data/midi-classic-music/midiclassics/Czerny/Etude Op.740 No.50.mid,Etude Op.740 No.50.mid,7.0
data/midi-classic-music/midiclassics/Czerny/Etude Op.740 No.6.mid,Etude Op.740 No.6.mid,2.0
data/midi-classic-music/midiclassics/Czerny/Etude Op.740 No.7.mid,Etude Op.740 No.7.mid,2.0
data/midi-classic-music/midiclassics/Czerny/Etude Op.740 No.8.mid,Etude Op.740 No.8.mid,2.0
data/midi-classic-music/midiclassics/Czerny/Etude Op.740 No.9.mid,Etude Op.740 No.9.mid,2.0
data/midi-classic-music/midiclassics/Czibulka/Stephanie Gavotte.mid,Stephanie Gavotte.mid,2.0
data/midi-classic-music/midiclassics/Debussy/Beau Soir.mid,Beau Soir.mid,5.0
"data/midi-classic-music/midiclassics/Debussy/Children Corner, Dr Gradus ad Parnassum.mid","Children Corner, Dr Gradus ad Parnassum.mid",1.0
data/midi-classic-music/midiclassics/Debussy/Children's Corner.mid,Children's Corner.mid,1.0
data/midi-classic-music/midiclassics/Debussy/Deux Arabesques No.1.mid,Deux Arabesques No.1.mid,2.0
data/midi-classic-music/midiclassics/Debussy/Deux Arabesques No.2.mid,Deux Arabesques No.2.mid,2.0
data/midi-classic-music/midiclassics/Debussy/Golliwog's Cake Walk.mid,Golliwog's Cake Walk.mid,4.0
"data/midi-classic-music/midiclassics/Debussy/Hiver, vous n'e^tes qu' un vilain.mid","Hiver, vous n'e^tes qu' un vilain.mid",5.0
data/midi-classic-music/midiclassics/Debussy/Masque.mid,Masque.mid,1.0
data/midi-classic-music/midiclassics/Debussy/Mouvement from Imafesl.mid,Mouvement from Imafesl.mid,1.0
data/midi-classic-music/midiclassics/Debussy/Quant j'ia ouy le ta bourin.mid,Quant j'ia ouy le ta bourin.mid,6.0
data/midi-classic-music/midiclassics/Debussy/Reverie.mid,Reverie.mid,1.0
data/midi-classic-music/midiclassics/Debussy/Sarabande No.2 from Pour la Piano.mid,Sarabande No.2 from Pour la Piano.mid,2.0
data/midi-classic-music/midiclassics/Debussy/Six Pigaphes Antiquies.mid,Six Pigaphes Antiquies.mid,1.0
"data/midi-classic-music/midiclassics/Durand, E/Air De Ballet.mid",Air De Ballet.mid,2.0
"data/midi-classic-music/midiclassics/Durand, MA/Premie`re Valse, opus 83.mid","Premie`re Valse, opus 83.mid",1.0
data/midi-classic-music/midiclassics/Dussek/La Chasse in F Major.mid,La Chasse in F Major.mid,2.0
data/midi-classic-music/midiclassics/Dussek/La Consolation Opus.62.mid,La Consolation Opus.62.mid,2.0
data/midi-classic-music/midiclassics/Dussek/Piano Sonata in D Opus.47 No.1.mid,Piano Sonata in D Opus.47 No.1.mid,2.0
data/midi-classic-music/midiclassics/Dvorak/Gypsy Songs Op.55 No.1 & 5.mid,Gypsy Songs Op.55 No.1 & 5.mid,3.0
data/midi-classic-music/midiclassics/Dvorak/Humoresque No.5 in A Minor Op.101.mid,Humoresque No.5 in A Minor Op.101.mid,2.0
"data/midi-classic-music/midiclassics/Dvorak/Let me be Alone at the Brook, Opus.82.mid","Let me be Alone at the Brook, Opus.82.mid",3.0
data/midi-classic-music/midiclassics/Dvorak/Romantic Pieces op75 No.2.mid,Romantic Pieces op75 No.2.mid,3.0
data/midi-classic-music/midiclassics/Dvorak/Slavonic Dance No.10.mid,Slavonic Dance No.10.mid,4.0
data/midi-classic-music/midiclassics/Dvorak/Slavonic dances No.5 in A Op46.mid,Slavonic dances No.5 in A Op46.mid,4.0
data/midi-classic-music/midiclassics/Dvorak/Violin & Piano Sonatina.mid,Violin & Piano Sonatina.mid,3.0
data/midi-classic-music/midiclassics/Faure/Berceuse Op.16 for flute and piano.mid,Berceuse Op.16 for flute and piano.mid,2.0
data/midi-classic-music/midiclassics/Faure/Berceuse.mid,Berceuse.mid,14.0
data/midi-classic-music/midiclassics/Faure/Cantique de Jean Racine.mid,Cantique de Jean Racine.mid,6.0
data/midi-classic-music/midiclassics/Faure/Dolly suite.mid,Dolly suite.mid,15.0
data/midi-classic-music/midiclassics/Faure/Fleur jetee.mid,Fleur jetee.mid,2.0
data/midi-classic-music/midiclassics/Faure/Le Jardin de Dolly No.2.mid,Le Jardin de Dolly No.2.mid,2.0
data/midi-classic-music/midiclassics/Faure/Le Jardin de Dolly No.3.mid,Le Jardin de Dolly No.3.mid,2.0
data/midi-classic-music/midiclassics/Faure/Les roses d' Ispahan.mid,Les roses d' Ispahan.mid,3.0
data/midi-classic-music/midiclassics/Faure/Noctune.mid,Noctune.mid,2.0
data/midi-classic-music/midiclassics/Faure/Nocturne.mid,Nocturne.mid,2.0
data/midi-classic-music/midiclassics/Faure/Overture Masque and Bergamesque.mid,Overture Masque and Bergamesque.mid,16.0
data/midi-classic-music/midiclassics/Faure/Requiem Agnus Dei.mid,Requiem Agnus Dei.mid,6.0
data/midi-classic-music/midiclassics/Faure/Romance sans paroles.mid,Romance sans paroles.mid,2.0
"data/midi-classic-music/midiclassics/Faure/Sicilienne, from the Suite Pelleas & Melisande.mid","Sicilienne, from the Suite Pelleas & Melisande.mid",16.0
data/midi-classic-music/midiclassics/Faure/Souvenirs de Bayreuth.mid,Souvenirs de Bayreuth.mid,4.0
data/midi-classic-music/midiclassics/Faure/Spleen Song.mid,Spleen Song.mid,3.0
data/midi-classic-music/midiclassics/Field/Nocturne 2.mid,Nocturne 2.mid,2.0
data/midi-classic-music/midiclassics/Field/Nocturne No.1 in E flat Major.mid,Nocturne No.1 in E flat Major.mid,2.0
data/midi-classic-music/midiclassics/Field/Nocturne No.2.mid,Nocturne No.2.mid,3.0
data/midi-classic-music/midiclassics/Finck/March of the Crusaders.mid,March of the Crusaders.mid,2.0
data/midi-classic-music/midiclassics/Flotow/Selection from Martha.mid,Selection from Martha.mid,2.0
"data/midi-classic-music/midiclassics/Franck/Sonata in A Major, Mov.4.mid","Sonata in A Major, Mov.4.mid",5.0
"data/midi-classic-music/midiclassics/Franck/Sonata in A major, Movement 1.mid","Sonata in A major, Movement 1.mid",4.0
data/midi-classic-music/midiclassics/Frescobaldi/Fr-MD_w.mid,Fr-MD_w.mid,12.0
data/midi-classic-music/midiclassics/Friedman/Sand Dance (from Moonlight on the Suwanee).mid,Sand Dance (from Moonlight on the Suwanee).mid,2.0
data/midi-classic-music/midiclassics/Fucick/Children of the Regiment (Regimentskinder).mid,Children of the Regiment (Regimentskinder).mid,2.0
data/midi-classic-music/midiclassics/Fucick/Entry of the Gladiators. (March of Triumph).mid,Entry of the Gladiators. (March of Triumph).mid,2.0
data/midi-classic-music/midiclassics/Ganne/La Czarine- Mazurka.mid,La Czarine- Mazurka.mid,1.0
data/midi-classic-music/midiclassics/German/3 dances from Henry VIII.mid,3 dances from Henry VIII.mid,2.0
data/midi-classic-music/midiclassics/German/A Extract from Torch Dance.mid,A Extract from Torch Dance.mid,2.0
data/midi-classic-music/midiclassics/German/A Princess of Kensington.mid,A Princess of Kensington.mid,2.0
"data/midi-classic-music/midiclassics/German/Act Two, Opening Chorus.mid","Act Two, Opening Chorus.mid",2.0
data/midi-classic-music/midiclassics/German/Bridal March.mid,Bridal March.mid,2.0
data/midi-classic-music/midiclassics/German/Chorus with Dance (Butterfly) & Song (Peaseblossom).mid,Chorus with Dance (Butterfly) & Song (Peaseblossom).mid,2.0
data/midi-classic-music/midiclassics/German/Duet (Joy - Brook).mid,Duet (Joy - Brook).mid,2.0
data/midi-classic-music/midiclassics/German/Finale to Act No.1.mid,Finale to Act No.1.mid,2.0
data/midi-classic-music/midiclassics/German/Hornpipe.mid,Hornpipe.mid,2.0
data/midi-classic-music/midiclassics/German/Kenna (Song No.2).mid,Kenna (Song No.2).mid,2.0
data/midi-classic-music/midiclassics/German/Kenna.mid,Kenna.mid,2.0
data/midi-classic-music/midiclassics/German/Morris Dance.mid,Morris Dance.mid,2.0
data/midi-classic-music/midiclassics/German/Oberon & Titania.mid,Oberon & Titania.mid,2.0
data/midi-classic-music/midiclassics/German/Opening Chorus from Princess of Kensington.mid,Opening Chorus from Princess of Kensington.mid,2.0
data/midi-classic-music/midiclassics/German/Overture to Princess of Kensington.mid,Overture to Princess of Kensington.mid,
data/midi-classic-music/midiclassics/German/Puck Song No.2.mid,Puck Song No.2.mid,2.0
data/midi-classic-music/midiclassics/German/Quartet.mid,Quartet.mid,2.0
data/midi-classic-music/midiclassics/German/Sextet.mid,Sextet.mid,2.0
data/midi-classic-music/midiclassics/German/Shepherds Dance.mid,Shepherds Dance.mid,2.0
data/midi-classic-music/midiclassics/German/Song (Jelf).mid,Song (Jelf).mid,2.0
data/midi-classic-music/midiclassics/German/Song (Nell.mid,Song (Nell.mid,2.0
data/midi-classic-music/midiclassics/German/Song by Joy from the Princess of Kensington.mid,Song by Joy from the Princess of Kensington.mid,2.0
data/midi-classic-music/midiclassics/German/Song for Brook with chorus.mid,Song for Brook with chorus.mid,2.0
data/midi-classic-music/midiclassics/German/Song No.2.mid,Song No.2.mid,2.0
data/midi-classic-music/midiclassics/German/Song Puck with Chorus.mid,Song Puck with Chorus.mid,2.0
data/midi-classic-music/midiclassics/German/Tarantelle.mid,Tarantelle.mid,2.0
data/midi-classic-music/midiclassics/German/Tom Jones.mid,Tom Jones.mid,2.0
"data/midi-classic-music/midiclassics/German/Trio (Joy, Brook & Puck).mid","Trio (Joy, Brook & Puck).mid",2.0
"data/midi-classic-music/midiclassics/German/Trio - Nell, Puck & Jelf.mid","Trio - Nell, Puck & Jelf.mid",2.0
data/midi-classic-music/midiclassics/German/Trio Song.mid,Trio Song.mid,2.0
data/midi-classic-music/midiclassics/Gershwin/American in Paris.mid,American in Paris.mid,3.0
data/midi-classic-music/midiclassics/Gershwin/It Ain't Necessarily So.mid,It Ain't Necessarily So.mid,3.0
data/midi-classic-music/midiclassics/Gershwin/Lullaby.mid,Lullaby.mid,10.0
data/midi-classic-music/midiclassics/Gershwin/Medley from An American in Paris.mid,Medley from An American in Paris.mid,39.0
"data/midi-classic-music/midiclassics/Gershwin/Piano Concerto in F, 1st movement.mid","Piano Concerto in F, 1st movement.mid",43.0
data/midi-classic-music/midiclassics/Gershwin/Porgy and Bess.mid,Porgy and Bess.mid,8.0
data/midi-classic-music/midiclassics/Gershwin/Prelude 1 Allegro ben ritmato e deciso.mid,Prelude 1 Allegro ben ritmato e deciso.mid,2.0
data/midi-classic-music/midiclassics/Gershwin/Prelude 2 Andante con moto e poco rubato.mid,Prelude 2 Andante con moto e poco rubato.mid,3.0
data/midi-classic-music/midiclassics/Gershwin/Prelude 3 Allegro ben ritmato e deciso.mid,Prelude 3 Allegro ben ritmato e deciso.mid,2.0
data/midi-classic-music/midiclassics/Gershwin/Someone To Watch Over Me.mid,Someone To Watch Over Me.mid,8.0
data/midi-classic-music/midiclassics/Gershwin/Swanee.mid,Swanee.mid,2.0
data/midi-classic-music/midiclassics/Ginastera/gp_danza.mid,gp_danza.mid,31.0
data/midi-classic-music/midiclassics/Ginastera/No. 6.mid,No. 6.mid,2.0
data/midi-classic-music/midiclassics/Ginastera/No. 7.mid,No. 7.mid,1.0
"data/midi-classic-music/midiclassics/Ginastera/Piano Sonata No.1, Mov.1.mid","Piano Sonata No.1, Mov.1.mid",2.0
"data/midi-classic-music/midiclassics/Ginastera/Piano Sonata No.1, Mov.2.mid","Piano Sonata No.1, Mov.2.mid",2.0
"data/midi-classic-music/midiclassics/Ginastera/Piano Sonata No.1, Mov.4.mid","Piano Sonata No.1, Mov.4.mid",2.0
data/midi-classic-music/midiclassics/Ginastera/Suite danzas criollas Danza 3.mid,Suite danzas criollas Danza 3.mid,1.0
data/midi-classic-music/midiclassics/Ginastera/Suite danzas criollas.mid,Suite danzas criollas.mid,1.0
data/midi-classic-music/midiclassics/Ginastera/Unknown.mid,Unknown.mid,1.0
data/midi-classic-music/midiclassics/Gottschalk/Bluette.mid,Bluette.mid,4.0
data/midi-classic-music/midiclassics/Grainger/Handel in the Strand.mid,Handel in the Strand.mid,1.0
data/midi-classic-music/midiclassics/Grainger/Irish Tune from County Derry.mid,Irish Tune from County Derry.mid,1.0
data/midi-classic-music/midiclassics/Grainger/The Gumsuckers March.mid,The Gumsuckers March.mid,3.0
data/midi-classic-music/midiclassics/Grieg/Bell-Ringing.mid,Bell-Ringing.mid,2.0
data/midi-classic-music/midiclassics/Grieg/Brook.mid,Brook.mid,1.0
data/midi-classic-music/midiclassics/Grieg/De hal van de Bergkonging.mid,De hal van de Bergkonging.mid,
data/midi-classic-music/midiclassics/Grieg/Elves' Dance.mid,Elves' Dance.mid,2.0
data/midi-classic-music/midiclassics/Grieg/In the hall of the Mountain King.mid,In the hall of the Mountain King.mid,2.0
data/midi-classic-music/midiclassics/Grieg/Kobold.mid,Kobold.mid,2.0
data/midi-classic-music/midiclassics/Grieg/Little Bird.mid,Little Bird.mid,2.0
data/midi-classic-music/midiclassics/Grieg/March of the Trolls.mid,March of the Trolls.mid,2.0
data/midi-classic-music/midiclassics/Grieg/Norwegian Melody.mid,Norwegian Melody.mid,2.0
"data/midi-classic-music/midiclassics/Grieg/Peer Gynt Suite No. 1, Morning Mood.mid","Peer Gynt Suite No. 1, Morning Mood.mid",15.0
"data/midi-classic-music/midiclassics/Grieg/Piano Concerto in A, opus.16,Mov.2.mid","Piano Concerto in A, opus.16,Mov.2.mid",27.0
data/midi-classic-music/midiclassics/Grieg/Puck.mid,Puck.mid,2.0
data/midi-classic-music/midiclassics/Grieg/Scherzo.mid,Scherzo.mid,2.0
data/midi-classic-music/midiclassics/Grieg/Watchmans' Song.mid,Watchmans' Song.mid,2.0
"data/midi-classic-music/midiclassics/Griffes/Scherzo, Op.6 No.3.mid","Scherzo, Op.6 No.3.mid",1.0
data/midi-classic-music/midiclassics/Griffes/The Fountain of the Aqua Paola.mid,The Fountain of the Aqua Paola.mid,1.0
data/midi-classic-music/midiclassics/Griffes/The Night Winds.mid,The Night Winds.mid,2.0
data/midi-classic-music/midiclassics/Griffes/The Vale of Dreams.mid,The Vale of Dreams.mid,1.0
data/midi-classic-music/midiclassics/Griffes/The White Peacock.mid,The White Peacock.mid,1.0
data/midi-classic-music/midiclassics/Haendel/Allemande.mid,Allemande.mid,2.0
data/midi-classic-music/midiclassics/Haendel/Concerto Grosso op n8 1-2mov.mid,Concerto Grosso op n8 1-2mov.mid,10.0
data/midi-classic-music/midiclassics/Haendel/Concerto Grosso op n8 3mov.mid,Concerto Grosso op n8 3mov.mid,8.0
data/midi-classic-music/midiclassics/Haendel/Concerto Grosso op n8 4mov.mid,Concerto Grosso op n8 4mov.mid,10.0
data/midi-classic-music/midiclassics/Haendel/Courante 2 Minuets.mid,Courante 2 Minuets.mid,2.0
data/midi-classic-music/midiclassics/Haendel/Harpsichord Suite Emin Jigg.mid,Harpsichord Suite Emin Jigg.mid,2.0
data/midi-classic-music/midiclassics/Haendel/Harpsichord Suite Hwv434 2-3-4-5-6movs.mid,Harpsichord Suite Hwv434 2-3-4-5-6movs.mid,2.0
data/midi-classic-music/midiclassics/Haendel/Harpsichord Suite Hwv471 Air.mid,Harpsichord Suite Hwv471 Air.mid,2.0
data/midi-classic-music/midiclassics/Haendel/Harpsichord Suite in D Hwv437 1mov.mid,Harpsichord Suite in D Hwv437 1mov.mid,2.0
data/midi-classic-music/midiclassics/Haendel/Harpsichord Suite in D Hwv437 2mov.mid,Harpsichord Suite in D Hwv437 2mov.mid,6.0
data/midi-classic-music/midiclassics/Haendel/Harpsichord Suite in D Hwv437 3mov.mid,Harpsichord Suite in D Hwv437 3mov.mid,3.0
data/midi-classic-music/midiclassics/Haendel/Harpsichord Suite in D Hwv437 4mov.mid,Harpsichord Suite in D Hwv437 4mov.mid,2.0
data/midi-classic-music/midiclassics/Haendel/Harpsichord Suite in Dmin.mid,Harpsichord Suite in Dmin.mid,2.0
data/midi-classic-music/midiclassics/Haendel/Harpsichord Suite in G Hwv432 1mov.mid,Harpsichord Suite in G Hwv432 1mov.mid,2.0
